SampleID	Mouse	GroupSpore	GroupCat	Group	DateCat	EpochDateCat	EpochDate	SporeCat	Spore	DayCat	Day	Description	GroupDay	GroupSporeDay	Response	ResponseDay	GroupSporeResponseDay
#q2:types	categorical	categorical	categorical	numeric	categorical	categorical	numeric	categorical	numeric	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical
0D.d-1.spore	0D	00.spore	00	00	3/3/16	16863	16863	spore	1	-1	-1	0D-03-03-16-spore	00.d-1	00.spore.d-1	cnt	cnt.d-1	00.spore.cnt.d-1
0D.d-1.total	0D	00.total	00	00	3/3/16	16863	16863	total	0	-1	-1	0D-03-03-16	00.d-1	00.total.d-1	cnt	cnt.d-1	00.total.cnt.d-1
0D.d00.total	0D	00.total	00	00	3/4/16	16864	16864	total	0	00	00	0D-03-04-16	00.d00	00.total.d00	cnt	cnt.d00	00.total.cnt.d00
0D.d02.total	0D	00.total	00	00	3/6/16	16866	16866	total	0	02	02	0D-03-06-16	00.d02	00.total.d02	cnt	cnt.d02	00.total.cnt.d02
0D.d04.total	0D	00.total	00	00	3/8/16	16868	16868	total	0	04	04	0D-03-08-16	00.d04	00.total.d04	cnt	cnt.d04	00.total.cnt.d04
0D.d06.total	0D	00.total	00	00	3/10/16	16870	16870	total	0	06	06	0D-03-10-16	00.d06	00.total.d06	cnt	cnt.d06	00.total.cnt.d06
0D.d08.spore	0D	00.spore	00	00	3/12/16	16872	16872	spore	1	08	08	0D-03-12-16-spore	00.d08	00.spore.d08	cnt	cnt.d08	00.spore.cnt.d08
0D.d08.total	0D	00.total	00	00	3/12/16	16872	16872	total	0	08	08	0D-03-12-16	00.d08	00.total.d08	cnt	cnt.d08	00.total.cnt.d08
0D.d10.spore	0D	00.spore	00	00	3/14/16	16874	16874	spore	1	10	10	0D-03-14-16-spore	00.d10	00.spore.d10	cnt	cnt.d10	00.spore.cnt.d10
0D.d10.total	0D	00.total	00	00	3/14/16	16874	16874	total	0	10	10	0D-03-14-16	00.d10	00.total.d10	cnt	cnt.d10	00.total.cnt.d10
0D.d12.total	0D	00.total	00	00	3/16/16	16876	16876	total	0	12	12	0D-03-16-16	00.d12	00.total.d12	cnt	cnt.d12	00.total.cnt.d12
0D.d14.spore	0D	00.spore	00	00	3/18/16	16878	16878	spore	1	14	14	0D-03-18-16-spore	00.d14	00.spore.d14	cnt	cnt.d14	00.spore.cnt.d14
0D.d14.total	0D	00.total	00	00	3/18/16	16878	16878	total	0	14	14	0D-03-18-16	00.d14	00.total.d14	cnt	cnt.d14	00.total.cnt.d14
0D.d16.total	0D	00.total	00	00	3/20/16	16880	16880	total	0	16	16	0D-03-20-16	00.d16	00.total.d16	cnt	cnt.d16	00.total.cnt.d16
0D.d18.total	0D	00.total	00	00	3/22/16	16882	16882	total	0	18	18	0D-03-22-16	00.d18	00.total.d18	cnt	cnt.d18	00.total.cnt.d18
0D.d20.total	0D	00.total	00	00	3/24/16	16884	16884	total	0	20	20	0D-03-24-16	00.d20	00.total.d20	cnt	cnt.d20	00.total.cnt.d20
0D.d24.spore	0D	00.spore	00	00	3/28/16	16888	16888	spore	1	24	24	0D-03-28-16-spore	00.d24	00.spore.d24	cnt	cnt.d24	00.spore.cnt.d24
0D.d24.total	0D	00.total	00	00	3/28/16	16888	16888	total	0	24	24	0D-03-28-16	00.d24	00.total.d24	cnt	cnt.d24	00.total.cnt.d24
0D.d32.spore	0D	00.spore	00	00	4/5/16	16896	16896	spore	1	32	32	0D-04-05-16-spore	00.d32	00.spore.d32	cnt	cnt.d32	00.spore.cnt.d32
0D.d32.total	0D	00.total	00	00	4/5/16	16896	16896	total	0	32	32	0D-04-05-16	00.d32	00.total.d32	cnt	cnt.d32	00.total.cnt.d32
16A.d-1.total	16A	16.total	16	16	3/3/16	16863	16863	total	0	-1	-1	16A-03-03-16	16.d-1	16.total.d-1	non	non.d-1	16.total.non.d-1
16A.d00.total	16A	16.total	16	16	3/4/16	16864	16864	total	0	00	00	16A-03-04-16	16.d00	16.total.d00	non	non.d00	16.total.non.d00
16A.d16.total	16A	16.total	16	16	3/20/16	16880	16880	total	0	16	16	16A-03-20-16	16.d16	16.total.d16	non	non.d16	16.total.non.d16
16A.d18.total	16A	16.total	16	16	3/22/16	16882	16882	total	0	18	18	16A-03-22-16	16.d18	16.total.d18	non	non.d18	16.total.non.d18
16A.d20.total	16A	16.total	16	16	3/24/16	16884	16884	total	0	20	20	16A-03-24-16	16.d20	16.total.d20	non	non.d20	16.total.non.d20
16A.d24.spore	16A	16.spore	16	16	3/28/16	16888	16888	spore	1	24	24	16A-03-28-16-spore	16.d24	16.spore.d24	non	non.d24	16.spore.non.d24
16A.d24.total	16A	16.total	16	16	3/28/16	16888	16888	total	0	24	24	16A-03-28-16	16.d24	16.total.d24	non	non.d24	16.total.non.d24
16A.d32.spore	16A	16.spore	16	16	4/5/16	16896	16896	spore	1	32	32	16A-04-05-16-spore	16.d32	16.spore.d32	non	non.d32	16.spore.non.d32
16A.d32.total	16A	16.total	16	16	4/5/16	16896	16896	total	0	32	32	16A-04-05-16	16.d32	16.total.d32	non	non.d32	16.total.non.d32
16B.d-1.total	16B	16.total	16	16	3/3/16	16863	16863	total	0	-1	-1	16B-03-03-16	16.d-1	16.total.d-1	non	non.d-1	16.total.non.d-1
16B.d00.total	16B	16.total	16	16	3/4/16	16864	16864	total	0	00	00	16B-03-04-16	16.d00	16.total.d00	non	non.d00	16.total.non.d00
16B.d16.total	16B	16.total	16	16	3/20/16	16880	16880	total	0	16	16	16B-03-20-16	16.d16	16.total.d16	non	non.d16	16.total.non.d16
16B.d18.total	16B	16.total	16	16	3/22/16	16882	16882	total	0	18	18	16B-03-22-16	16.d18	16.total.d18	non	non.d18	16.total.non.d18
16B.d20.total	16B	16.total	16	16	3/24/16	16884	16884	total	0	20	20	16B-03-24-16	16.d20	16.total.d20	non	non.d20	16.total.non.d20
16B.d24.total	16B	16.total	16	16	3/28/16	16888	16888	total	0	24	24	16B-03-28-16	16.d24	16.total.d24	non	non.d24	16.total.non.d24
16B.d32.spore	16B	16.spore	16	16	4/5/16	16896	16896	spore	1	32	32	16B-04-05-16-spore	16.d32	16.spore.d32	non	non.d32	16.spore.non.d32
16B.d32.total	16B	16.total	16	16	4/5/16	16896	16896	total	0	32	32	16B-04-05-16	16.d32	16.total.d32	non	non.d32	16.total.non.d32
16C.d-1.total	16C	16.total	16	16	3/3/16	16863	16863	total	0	-1	-1	16C-03-03-16	16.d-1	16.total.d-1	res	res.d-1	16.total.res.d-1
16C.d00.total	16C	16.total	16	16	3/4/16	16864	16864	total	0	00	00	16C-03-04-16	16.d00	16.total.d00	res	res.d00	16.total.res.d00
16C.d16.total	16C	16.total	16	16	3/20/16	16880	16880	total	0	16	16	16C-03-20-16	16.d16	16.total.d16	res	res.d16	16.total.res.d16
16C.d18.total	16C	16.total	16	16	3/22/16	16882	16882	total	0	18	18	16C-03-22-16	16.d18	16.total.d18	res	res.d18	16.total.res.d18
16C.d20.total	16C	16.total	16	16	3/24/16	16884	16884	total	0	20	20	16C-03-24-16	16.d20	16.total.d20	res	res.d20	16.total.res.d20
16C.d24.spore	16C	16.spore	16	16	3/28/16	16888	16888	spore	1	24	24	16C-03-28-16-spore	16.d24	16.spore.d24	res	res.d24	16.spore.res.d24
16C.d24.total	16C	16.total	16	16	3/28/16	16888	16888	total	0	24	24	16C-03-28-16	16.d24	16.total.d24	res	res.d24	16.total.res.d24
16C.d32.spore	16C	16.spore	16	16	4/5/16	16896	16896	spore	1	32	32	16C-04-05-16-spore	16.d32	16.spore.d32	res	res.d32	16.spore.res.d32
16C.d32.total	16C	16.total	16	16	4/5/16	16896	16896	total	0	32	32	16C-04-05-16	16.d32	16.total.d32	res	res.d32	16.total.res.d32
16D.d-1.total	16D	16.total	16	16	3/3/16	16863	16863	total	0	-1	-1	16D-03-03-16	16.d-1	16.total.d-1	res	res.d-1	16.total.res.d-1
16D.d00.total	16D	16.total	16	16	3/4/16	16864	16864	total	0	00	00	16D-03-04-16	16.d00	16.total.d00	res	res.d00	16.total.res.d00
16D.d16.total	16D	16.total	16	16	3/20/16	16880	16880	total	0	16	16	16D-03-20-16	16.d16	16.total.d16	res	res.d16	16.total.res.d16
16D.d18.total	16D	16.total	16	16	3/22/16	16882	16882	total	0	18	18	16D-03-22-16	16.d18	16.total.d18	res	res.d18	16.total.res.d18
16D.d20.total	16D	16.total	16	16	3/24/16	16884	16884	total	0	20	20	16D-03-24-16	16.d20	16.total.d20	res	res.d20	16.total.res.d20
16D.d24.spore	16D	16.spore	16	16	3/28/16	16888	16888	spore	1	24	24	16D-03-28-16-spore	16.d24	16.spore.d24	res	res.d24	16.spore.res.d24
16D.d24.total	16D	16.total	16	16	3/28/16	16888	16888	total	0	24	24	16D-03-28-16	16.d24	16.total.d24	res	res.d24	16.total.res.d24
16D.d32.spore	16D	16.spore	16	16	4/5/16	16896	16896	spore	1	32	32	16D-04-05-16-spore	16.d32	16.spore.d32	res	res.d32	16.spore.res.d32
16D.d32.total	16D	16.total	16	16	4/5/16	16896	16896	total	0	32	32	16D-04-05-16	16.d32	16.total.d32	res	res.d32	16.total.res.d32
2A.d-1.spore	2A	02.spore	02	02	3/3/16	16863	16863	spore	1	-1	-1	2A-03-03-16-spore	02.d-1	02.spore.d-1	non	non.d-1	02.spore.non.d-1
2A.d-1.total	2A	02.total	02	02	3/3/16	16863	16863	total	0	-1	-1	2A-03-03-16	02.d-1	02.total.d-1	non	non.d-1	02.total.non.d-1
2A.d00.total	2A	02.total	02	02	3/4/16	16864	16864	total	0	00	00	2A-03-04-16	02.d00	02.total.d00	non	non.d00	02.total.non.d00
2A.d02.total	2A	02.total	02	02	3/6/16	16866	16866	total	0	02	02	2A-03-06-16	02.d02	02.total.d02	non	non.d02	02.total.non.d02
2A.d04.total	2A	02.total	02	02	3/8/16	16868	16868	total	0	04	04	2A-03-08-16	02.d04	02.total.d04	non	non.d04	02.total.non.d04
