Feature ID	Taxon	Confidence
aed812b3ad5abfb54e3bbbc0e2342ad2	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__	0.9999987882579072
a4a39be415fd65068bdb8cf0d36b0fb8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.8791442895362213
cda4d243ad8b0e0814bd96abfbc9f6d5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9999270386309609
47cb6be2d021551585b233e69b4a99c1	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.9999999999998153
45f2eff2ba8655cf401dfcc6a85ec357	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__	0.9876486939563764
bd900c927671ba31134ead1d82732735	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.8655432135417649
5968aa972369c99672244267835679dd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__	0.9999999999995026
ab9715ee05532b7a6dbb75b551012502	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9996960128656693
520c77820886daeb8cf0d6497cfb1344	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0.9999999998852331
d8b253da31cae9272be8c76108df2c79	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9998696047117972
1ffebd45eb8e37c3622f58ae219e4d8a	k__Bacteria	0.9999146193133738
715238269bb63f709302547b7c215765	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999951544966389
09b87f78c47d00835f3b571dddbc41db	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__	0.9999999881263905
68e4e71d000b9ec3640be8df6a618662	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__	0.997573371592713
23715ea0869c8cd5de171d028caab9fc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.949471293658085
1189d4ef3af60ba943cc73161a4097a9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9998231564408155
4d5cc07e5d0da4611268ffac1eb794f6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__; s__	0.9976368715604758
d5a1283783f4f7170bdef0cd036ee48f	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	0.9999999999999432
cb4915243c55af98e7566f7deb916137	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.9999998942678501
d6be45afca6371cdd7d012d8ce94ebd8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	0.9999999998772608
9d8196c279ef639cf40c6175a58b148f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__; s__	0.9999576808611977
57ef5006312a9662d87d57c1404c1a87	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	0.7181343853703019
368c8aaf10922a92b5d77aa9eb36a7c0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999999998754239
562a1b811cd0270411b23a063b734086	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium	0.7218730597973246
e854e94754f424e32e1436cbcd80843c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.8062747813298122
abe6cb57b01c81616458d857c0b096dd	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum	0.9999999839458981
71871606f760f77018c0f6aaa9bd4390	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999607029481038
ca71043e04779c1b329e435573bd17d7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9050969367040894
42dfa0c3f12a5211f21b12b17b1f7b09	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.9998982452488823
73714a1c73ca39dfaba8352350d559f8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8425340974705753
6375d6db4733607e79a11e2c52a4d583	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9967035165503695
5d054cdd6d71f9906e3dfc61ebfe9fb9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9836581816851533
845b56b0a148c64834dd6dc289323809	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.9999999998002806
07d26201c2e73fde3ae3cf0070753462	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.8803514041200614
e9aa5f1470b6d8df0f103cf22d58ce88	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9695824879142165
625ecf7bcebfadce2c2bf682ed45b2b2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.9999995513854932
0634f3a8be351070aebd5c753b96a8fc	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Williamsiaceae; g__Williamsia; s__	0.9931644124410467
9dc30f6e4606c1f665acf15d36198486	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999997736132891
ae31a895c0a1212c5da708e8356e0900	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	0.9982137457460377
ea866b0e596c8e67a80995942fc622f5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.945948907589295
1187d3f6bbc3c560b79f47cf9ad873bd	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.9999996264103609
2671f47c8e580e4d8c5c72a879f0f711	k__Bacteria	0.9997592125529016
136c7191e0643043625a1268129bac61	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0.9999982043190763
f57edb32f7c8ec932c1b3e2a5849f251	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__rc4-4; s__	0.9999999839025123
5fb29af4fef7b86477d7155387308710	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma; s__	0.9969564129930902
4086368e58cbea8f6d1e0e256fba977c	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.9999999999999005
2edf5d0a390f3c3ff8649bfee3499389	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0.9996396412966254
f0c188a042705c4cb701f8c9c5cfdcfd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Sporomusa; s__	0.9999718481379191
4cf550e5c212e54cf6c71bce8c7d3731	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__thermoamylovorans	0.9666050584905481
4c989b7a4bee382f0b3cf6358caf8632	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.7508207180253736
5c909e9e57471d92d76ae92f6dbf92c6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9999971409100176
7a83371c8736df6620a6b3ab9b6b632f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999970006544362
2166664bc9af8f25f6856957ef0e8579	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9449313341268654
82d14f0676c3f43745ff47c648f95d4e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.7976565909996384
adc4af4a7b759f5fcf1df3efd3686a13	k__Bacteria	0.9505414441319978
6a5d1dd12161f618f516eb25d0304f69	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__	0.9997290435966144
73829aa9ac955d526a86ed5f2c461dd1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8609019869626483
2ee3d70fe0a8cb946501263a9ecabdb4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8347643012496675
e8e92082c335bd7329fec4c560a15e9a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999969898544644
fa04a0fadb7872cf8c19b7e928542ff9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__	0.9944482527072407
ea14a1460fdfb56db24aa5ab0fd95fd6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9908188252190218
f8794868a3a1aa634407f5409b440c2d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9998333309671215
d65886bee0f292fbbf5fc64ff1bc0b24	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.7001532550387781
1c118a27716b1f1f4b42188d2f5138fc	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria	0.9999999908580223
1eb2b2fa6e1172367ef2f7919530755e	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__	0.9999999974104412
464a52deb6e8c4e2b57d980a8d18f04c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	0.9379315270741362
4e51dc9ff9dca8f1f1fd6ae3784e6c84	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.9999771673956399
fe87bd2b6e5168c3538a8fd2b1651191	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.9999995540424607
21530d08466bde4758c7407ed9ec858e	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales	0.9999999999952085
f4e8ee22d054a0afcd3bab465b01a50b	k__Bacteria	0.9996854615583558
62577b3d80d526df8050a2665f9d7404	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8942023954901791
b68119497ea8f5519c19e49d299f0426	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Flexispira; s__	0.9872807024882994
22a618a73e651adf50dea0d1a2ba9924	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylopila; s__	0.9956550565990868
783cc1affc7f626a1c010dacb06cf589	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.9797220095468211
750a38862f1bb9a7b8b11c210bb1639b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.999325612323843
2d71619c74e0d7734fad12494f450404	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9307497082191887
b15ef2920decc8fc85266b9e41423351	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__	0.9999999999388791
f198504a3e51ed075b61b1806ffb12d1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.9989692751847423
8418bfe079fe7ef94f7f7e8db37e07ca	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	0.9985032579192058
2e4055a3568601599bde5e951c455dd9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.9596524889291908
497a62d03b1f752be623a62b51566af5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Rummeliibacillus; s__	0.9624272405872226
1bccfb50ee07506a44537f2449581631	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9909508637582697
169fb216a12f673fcdd8cdcb5de35a82	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	0.9999999575367733
202e107208ad97847048c7b67747479f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__tetani	0.9999998911375402
016ced7fc3d4870f3121bb63d0896c49	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9998671797379656
a5b07cf8520236c817752cda1c893a9c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9999940027260904
353666dd13d2c0b5f24fc903b0d2840f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.7435342651748028
64840c33fd24b04945124633c231b1e8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999996683211217
ba0d119de788a42dc3dd675b4ed87ef1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9876993761380432
b389fbbd736a1d40ab3b5098a7614d13	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.999918232764363
2545c00c4b7992fda321d40d92a8cab4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.988142956901299
c897d2aa35028653496c5c5b785481d9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Saccharopolyspora; s__	0.9823470858211866
15795a9073749ab9a897e55094c40ded	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__	0.9998314591700248
0bc4fe60adcde0ef05929317005ea963	k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__; g__; s__	0.9999999934224917
411bd6f7b467f9ed5b0b40060e351a73	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	0.9999980727794008
6e61f4bede587c68efcaa016e92085f2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8551292926055676
0e78b2fd69a7b0d06b0f6a2aa65e3c80	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9999999989096864
0de815581648f51a891e86f43482f7ea	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9999999994060573
f88360663b294b0d8c0d351aa6dae787	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8742216426905162
6bbbd8feb66f184ace4a0f79f364b74b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.9037167733104969
88a31a6b160b40bc6c6f6d1ba34eabac	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__	0.8506087201296476
5f21146348057a4b32f0f3fb95d97bf2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9969254847738832
eeb073acc8c79cef49a0102de04f291f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Salinibacterium; s__	0.8912655185259083
a634cde0f89d4d2d94fbbf93f9fbbc01	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	0.9999789215187422
cd46e01b7ade82713425c980e460e5ad	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0.9997981468530012
a19ea119a7191a97ea8d26dc69e8eab6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8504548048723065
99e15df6215c1bb65156732aa7b5a036	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__	0.9856579794724449
7911461412d7a8a64449c0bfcccf195e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9715969916748946
57c580b06ef43b527dce14437166ba0b	k__Bacteria; p__SR1; c__; o__; f__; g__; s__	0.999999999997911
bc66376cff363ca7e1e3357ae95138de	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999948785686669
6c5d5533b2e2bb0f16c28448f394d583	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.7291331153736035
6f5cee182427b88c5ab0843acb91b940	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9999991828654268
32ce0d7916b2ffdfca77ec7deded521a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9998831992324785
33b6b1e4d9faf50b05c009b7a2ffc924	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8076746804958658
6aa32403caef5e3d7b4f3579f176402d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira	0.7111824617865212
1b158b8b2922d4fcad5d9cea607cbb7d	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli	0.8516384301524093
41f585ab41551b44ee546ac83864116b	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.9867063388788386
27b99a0743e53b2fa8ba9fdffdcc2d9c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9373619571348536
9ff77faf63a7c80ab5b0e8d16afc7f23	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.9999567604973907
57a9dca410ed4793406ea8226b508df6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9998038586663096
be7dd65d8161f92f5665dfafcb86ee33	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.9999999928144518
ade3784d6dfd298c1bf09140aaa941fb	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.7023835641358541
7e641f637bf61a00af51f5492794afc4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8264115226365464
22c8e6e55e7d3f64fc2fdf7b5cc181a2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8244907158286108
3a769616d7cfdb87a2d1580544680c84	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum	0.9999799696290624
14f04a9eb55eb7904c1491cde7afd4fd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999917606962522
c467913887f161cd5423d62263c5812f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__	0.9982308120342863
759034fff8fc5e7b01bb71d9421ad192	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__	0.992945609751125
72c311c79ffbc6f927010a7da5fded00	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.9999999999999716
7d17d197d7978be0b6684209ce257e20	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	0.9999999905363808
26f84c3d7148976f8e85b983b32a8277	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma; s__	0.9999998276414324
91a8a73d855590a8ec98d20be7ceea97	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__	0.9993492452971312
