url,target,description
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667728/SRR8667728_2.fastq.gz,data/seaweed/raw/c2.d35_R2.fastq,reverse reads for c2.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667729/SRR8667729_2.fastq.gz,data/seaweed/raw/c2.d41_R2.fastq,reverse reads for c2.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667722/SRR8667722_2.fastq.gz,data/seaweed/raw/c3.d1_R2.fastq,reverse reads for c3.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667723/SRR8667723_2.fastq.gz,data/seaweed/raw/c3.d20_R2.fastq,reverse reads for c3.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667715/SRR8667715_2.fastq.gz,data/seaweed/raw/c3.d31_R2.fastq,reverse reads for c3.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667714/SRR8667714_2.fastq.gz,data/seaweed/raw/c3.d35_R2.fastq,reverse reads for c3.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667717/SRR8667717_2.fastq.gz,data/seaweed/raw/c3.d41_R2.fastq,reverse reads for c3.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667716/SRR8667716_2.fastq.gz,data/seaweed/raw/c4.d31_R2.fastq,reverse reads for c4.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667719/SRR8667719_2.fastq.gz,data/seaweed/raw/c5.d31_R2.fastq,reverse reads for c5.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667718/SRR8667718_2.fastq.gz,data/seaweed/raw/c6.d31_R2.fastq,reverse reads for c6.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667721/SRR8667721_2.fastq.gz,data/seaweed/raw/c7.d31_R2.fastq,reverse reads for c7.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667720/SRR8667720_2.fastq.gz,data/seaweed/raw/c8.d31_R2.fastq,reverse reads for c8.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667713/SRR8667713_2.fastq.gz,data/seaweed/raw/d1.d1_R2.fastq,reverse reads for d1.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667712/SRR8667712_2.fastq.gz,data/seaweed/raw/d1.d20_R2.fastq,reverse reads for d1.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667708/SRR8667708_2.fastq.gz,data/seaweed/raw/d1.d31_R2.fastq,reverse reads for d1.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667709/SRR8667709_2.fastq.gz,data/seaweed/raw/d1.d35_R2.fastq,reverse reads for d1.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667710/SRR8667710_2.fastq.gz,data/seaweed/raw/d1.d41_R2.fastq,reverse reads for d1.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667711/SRR8667711_2.fastq.gz,data/seaweed/raw/d2.d1_R2.fastq,reverse reads for d2.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667704/SRR8667704_2.fastq.gz,data/seaweed/raw/d2.d20_R2.fastq,reverse reads for d2.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667705/SRR8667705_2.fastq.gz,data/seaweed/raw/d2.d31_R2.fastq,reverse reads for d2.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667706/SRR8667706_2.fastq.gz,data/seaweed/raw/d2.d35_R2.fastq,reverse reads for d2.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667707/SRR8667707_2.fastq.gz,data/seaweed/raw/d2.d41_R2.fastq,reverse reads for d2.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667702/SRR8667702_2.fastq.gz,data/seaweed/raw/d3.d1_R2.fastq,reverse reads for d3.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667703/SRR8667703_2.fastq.gz,data/seaweed/raw/d3.d20_R2.fastq,reverse reads for d3.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667643/SRR8667643_2.fastq.gz,data/seaweed/raw/d3.d31_R2.fastq,reverse reads for d3.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667642/SRR8667642_2.fastq.gz,data/seaweed/raw/d3.d35_R2.fastq,reverse reads for d3.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667641/SRR8667641_2.fastq.gz,data/seaweed/raw/d3.d41_R2.fastq,reverse reads for d3.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667640/SRR8667640_2.fastq.gz,data/seaweed/raw/d4.d31_R2.fastq,reverse reads for d4.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667647/SRR8667647_2.fastq.gz,data/seaweed/raw/d5.d31_R2.fastq,reverse reads for d5.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667646/SRR8667646_2.fastq.gz,data/seaweed/raw/d6.d31_R2.fastq,reverse reads for d6.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667645/SRR8667645_2.fastq.gz,data/seaweed/raw/x1.d1_R2.fastq,reverse reads for x1.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667644/SRR8667644_2.fastq.gz,data/seaweed/raw/x1.d20_R2.fastq,reverse reads for x1.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667649/SRR8667649_2.fastq.gz,data/seaweed/raw/x1.d31_R2.fastq,reverse reads for x1.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667648/SRR8667648_2.fastq.gz,data/seaweed/raw/x1.d35_R2.fastq,reverse reads for x1.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667700/SRR8667700_2.fastq.gz,data/seaweed/raw/x1.d41_R2.fastq,reverse reads for x1.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667701/SRR8667701_2.fastq.gz,data/seaweed/raw/x2.d1_R2.fastq,reverse reads for x2.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667698/SRR8667698_2.fastq.gz,data/seaweed/raw/x2.d20_R2.fastq,reverse reads for x2.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667699/SRR8667699_2.fastq.gz,data/seaweed/raw/x2.d31_R2.fastq,reverse reads for x2.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667664/SRR8667664_2.fastq.gz,data/seaweed/raw/x2.d35_R2.fastq,reverse reads for x2.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667665/SRR8667665_2.fastq.gz,data/seaweed/raw/x2.d41_R2.fastq,reverse reads for x2.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8667662/SRR8667662_2.fastq.gz,data/seaweed/raw/y1.d1_R2.fastq,reverse reads for y1.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8667663/SRR8667663_2.fastq.gz,data/seaweed/raw/y1.d20_R2.fastq,reverse reads for y1.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8667660/SRR8667660_2.fastq.gz,data/seaweed/raw/y1.d31_R2.fastq,reverse reads for y1.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8667661/SRR8667661_2.fastq.gz,data/seaweed/raw/y1.d35_R2.fastq,reverse reads for y1.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8667637/SRR8667637_2.fastq.gz,data/seaweed/raw/y1.d41_R2.fastq,reverse reads for y1.d41
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8667636/SRR8667636_2.fastq.gz,data/seaweed/raw/y2.d1_R2.fastq,reverse reads for y2.d1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8667639/SRR8667639_2.fastq.gz,data/seaweed/raw/y2.d20_R2.fastq,reverse reads for y2.d20
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8667638/SRR8667638_2.fastq.gz,data/seaweed/raw/y2.d31_R2.fastq,reverse reads for y2.d31
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8667635/SRR8667635_2.fastq.gz,data/seaweed/raw/y2.d35_R2.fastq,reverse reads for y2.d35
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8667634/SRR8667634_2.fastq.gz,data/seaweed/raw/y2.d41_R2.fastq,reverse reads for y2.d41
