url,target,description
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664565/SRR8664565_1.fastq.gz,data/duration/raw/4D-03-08-16_R1_001.fastq.gz,forward reads for 4D-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664564/SRR8664564_1.fastq.gz,data/duration/raw/4D-03-10-16_R1_001.fastq.gz,forward reads for 4D-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664563/SRR8664563_1.fastq.gz,data/duration/raw/4D-03-12-16_R1_001.fastq.gz,forward reads for 4D-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664562/SRR8664562_1.fastq.gz,data/duration/raw/4D-03-14-16_R1_001.fastq.gz,forward reads for 4D-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664561/SRR8664561_1.fastq.gz,data/duration/raw/4D-04-05-16_R1_001.fastq.gz,forward reads for 4D-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664651/SRR8664651_1.fastq.gz,data/duration/raw/8A-03-03-16_R1_001.fastq.gz,forward reads for 8A-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664652/SRR8664652_1.fastq.gz,data/duration/raw/8A-03-04-16_R1_001.fastq.gz,forward reads for 8A-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664649/SRR8664649_1.fastq.gz,data/duration/raw/8A-03-12-16_R1_001.fastq.gz,forward reads for 8A-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664650/SRR8664650_1.fastq.gz,data/duration/raw/8A-03-14-16_R1_001.fastq.gz,forward reads for 8A-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664647/SRR8664647_1.fastq.gz,data/duration/raw/8A-03-16-16_R1_001.fastq.gz,forward reads for 8A-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664648/SRR8664648_1.fastq.gz,data/duration/raw/8A-04-05-16_R1_001.fastq.gz,forward reads for 8A-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664645/SRR8664645_1.fastq.gz,data/duration/raw/8B-03-03-16_R1_001.fastq.gz,forward reads for 8B-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664646/SRR8664646_1.fastq.gz,data/duration/raw/8B-03-04-16_R1_001.fastq.gz,forward reads for 8B-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664653/SRR8664653_1.fastq.gz,data/duration/raw/8B-03-12-16_R1_001.fastq.gz,forward reads for 8B-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664654/SRR8664654_1.fastq.gz,data/duration/raw/8B-03-14-16_R1_001.fastq.gz,forward reads for 8B-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664506/SRR8664506_1.fastq.gz,data/duration/raw/8B-03-16-16_R1_001.fastq.gz,forward reads for 8B-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664505/SRR8664505_1.fastq.gz,data/duration/raw/8B-04-05-16_R1_001.fastq.gz,forward reads for 8B-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664508/SRR8664508_1.fastq.gz,data/duration/raw/8C-03-03-16_R1_001.fastq.gz,forward reads for 8C-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664507/SRR8664507_1.fastq.gz,data/duration/raw/8C-03-04-16_R1_001.fastq.gz,forward reads for 8C-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664502/SRR8664502_1.fastq.gz,data/duration/raw/8C-03-12-16_R1_001.fastq.gz,forward reads for 8C-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664501/SRR8664501_1.fastq.gz,data/duration/raw/8C-03-14-16_R1_001.fastq.gz,forward reads for 8C-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664504/SRR8664504_1.fastq.gz,data/duration/raw/8C-03-16-16_R1_001.fastq.gz,forward reads for 8C-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664503/SRR8664503_1.fastq.gz,data/duration/raw/8C-04-05-16_R1_001.fastq.gz,forward reads for 8C-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664510/SRR8664510_1.fastq.gz,data/duration/raw/8D-03-03-16_R1_001.fastq.gz,forward reads for 8D-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664509/SRR8664509_1.fastq.gz,data/duration/raw/8D-03-04-16_R1_001.fastq.gz,forward reads for 8D-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664609/SRR8664609_1.fastq.gz,data/duration/raw/8D-03-12-16_R1_001.fastq.gz,forward reads for 8D-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664610/SRR8664610_1.fastq.gz,data/duration/raw/8D-03-14-16_R1_001.fastq.gz,forward reads for 8D-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664611/SRR8664611_1.fastq.gz,data/duration/raw/8D-03-16-16_R1_001.fastq.gz,forward reads for 8D-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664612/SRR8664612_1.fastq.gz,data/duration/raw/8D-04-05-16_R1_001.fastq.gz,forward reads for 8D-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664600/SRR8664600_2.fastq.gz,data/duration/raw/0A-03-03-16_R2_001.fastq.gz,reverse reads for 0A-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664599/SRR8664599_2.fastq.gz,data/duration/raw/0A-03-04-16_R2_001.fastq.gz,reverse reads for 0A-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664602/SRR8664602_2.fastq.gz,data/duration/raw/0A-03-06-16_R2_001.fastq.gz,reverse reads for 0A-03-06-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664601/SRR8664601_2.fastq.gz,data/duration/raw/0A-03-08-16_R2_001.fastq.gz,reverse reads for 0A-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664604/SRR8664604_2.fastq.gz,data/duration/raw/0A-03-10-16_R2_001.fastq.gz,reverse reads for 0A-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664603/SRR8664603_2.fastq.gz,data/duration/raw/0A-03-12-16_R2_001.fastq.gz,reverse reads for 0A-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664606/SRR8664606_2.fastq.gz,data/duration/raw/0A-03-14-16_R2_001.fastq.gz,reverse reads for 0A-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664605/SRR8664605_2.fastq.gz,data/duration/raw/0A-03-16-16_R2_001.fastq.gz,reverse reads for 0A-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664608/SRR8664608_2.fastq.gz,data/duration/raw/0A-03-18-16_R2_001.fastq.gz,reverse reads for 0A-03-18-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664607/SRR8664607_2.fastq.gz,data/duration/raw/0A-03-20-16_R2_001.fastq.gz,reverse reads for 0A-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664577/SRR8664577_2.fastq.gz,data/duration/raw/0A-03-22-16_R2_001.fastq.gz,reverse reads for 0A-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664576/SRR8664576_2.fastq.gz,data/duration/raw/0A-03-24-16_R2_001.fastq.gz,reverse reads for 0A-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664575/SRR8664575_2.fastq.gz,data/duration/raw/0A-03-28-16_R2_001.fastq.gz,reverse reads for 0A-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664574/SRR8664574_2.fastq.gz,data/duration/raw/0A-04-05-16_R2_001.fastq.gz,reverse reads for 0A-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664581/SRR8664581_2.fastq.gz,data/duration/raw/0B-03-03-16_R2_001.fastq.gz,reverse reads for 0B-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664580/SRR8664580_2.fastq.gz,data/duration/raw/0B-03-04-16_R2_001.fastq.gz,reverse reads for 0B-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664579/SRR8664579_2.fastq.gz,data/duration/raw/0B-03-06-16_R2_001.fastq.gz,reverse reads for 0B-03-06-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664578/SRR8664578_2.fastq.gz,data/duration/raw/0B-03-08-16_R2_001.fastq.gz,reverse reads for 0B-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664572/SRR8664572_2.fastq.gz,data/duration/raw/0B-03-10-16_R2_001.fastq.gz,reverse reads for 0B-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664571/SRR8664571_2.fastq.gz,data/duration/raw/0B-03-12-16_R2_001.fastq.gz,reverse reads for 0B-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664657/SRR8664657_2.fastq.gz,data/duration/raw/0B-03-14-16_R2_001.fastq.gz,reverse reads for 0B-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664658/SRR8664658_2.fastq.gz,data/duration/raw/0B-03-16-16_R2_001.fastq.gz,reverse reads for 0B-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664655/SRR8664655_2.fastq.gz,data/duration/raw/0B-03-18-16_R2_001.fastq.gz,reverse reads for 0B-03-18-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664656/SRR8664656_2.fastq.gz,data/duration/raw/0B-03-20-16_R2_001.fastq.gz,reverse reads for 0B-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664661/SRR8664661_2.fastq.gz,data/duration/raw/0B-03-22-16_R2_001.fastq.gz,reverse reads for 0B-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664662/SRR8664662_2.fastq.gz,data/duration/raw/0B-03-24-16_R2_001.fastq.gz,reverse reads for 0B-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664659/SRR8664659_2.fastq.gz,data/duration/raw/0B-03-28-16_R2_001.fastq.gz,reverse reads for 0B-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664660/SRR8664660_2.fastq.gz,data/duration/raw/0B-04-05-16_R2_001.fastq.gz,reverse reads for 0B-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664663/SRR8664663_2.fastq.gz,data/duration/raw/0C-03-03-16_R2_001.fastq.gz,reverse reads for 0C-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664664/SRR8664664_2.fastq.gz,data/duration/raw/0C-03-04-16_R2_001.fastq.gz,reverse reads for 0C-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664636/SRR8664636_2.fastq.gz,data/duration/raw/0C-03-06-16_R2_001.fastq.gz,reverse reads for 0C-03-06-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664635/SRR8664635_2.fastq.gz,data/duration/raw/0C-03-08-16_R2_001.fastq.gz,reverse reads for 0C-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664638/SRR8664638_2.fastq.gz,data/duration/raw/0C-03-10-16_R2_001.fastq.gz,reverse reads for 0C-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664637/SRR8664637_2.fastq.gz,data/duration/raw/0C-03-12-16_R2_001.fastq.gz,reverse reads for 0C-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664640/SRR8664640_2.fastq.gz,data/duration/raw/0C-03-14-16_R2_001.fastq.gz,reverse reads for 0C-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664639/SRR8664639_2.fastq.gz,data/duration/raw/0C-03-16-16_R2_001.fastq.gz,reverse reads for 0C-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664642/SRR8664642_2.fastq.gz,data/duration/raw/0C-03-18-16_R2_001.fastq.gz,reverse reads for 0C-03-18-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664641/SRR8664641_2.fastq.gz,data/duration/raw/0C-03-20-16_R2_001.fastq.gz,reverse reads for 0C-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664644/SRR8664644_2.fastq.gz,data/duration/raw/0C-03-22-16_R2_001.fastq.gz,reverse reads for 0C-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664643/SRR8664643_2.fastq.gz,data/duration/raw/0C-03-24-16_R2_001.fastq.gz,reverse reads for 0C-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664531/SRR8664531_2.fastq.gz,data/duration/raw/0C-03-28-16_R2_001.fastq.gz,reverse reads for 0C-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664532/SRR8664532_2.fastq.gz,data/duration/raw/0C-04-05-16_R2_001.fastq.gz,reverse reads for 0C-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664533/SRR8664533_2.fastq.gz,data/duration/raw/0D-03-03-16_R2_001.fastq.gz,reverse reads for 0D-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664534/SRR8664534_2.fastq.gz,data/duration/raw/0D-03-04-16_R2_001.fastq.gz,reverse reads for 0D-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664535/SRR8664535_2.fastq.gz,data/duration/raw/0D-03-06-16_R2_001.fastq.gz,reverse reads for 0D-03-06-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664536/SRR8664536_2.fastq.gz,data/duration/raw/0D-03-08-16_R2_001.fastq.gz,reverse reads for 0D-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664537/SRR8664537_2.fastq.gz,data/duration/raw/0D-03-10-16_R2_001.fastq.gz,reverse reads for 0D-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664538/SRR8664538_2.fastq.gz,data/duration/raw/0D-03-12-16_R2_001.fastq.gz,reverse reads for 0D-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664539/SRR8664539_2.fastq.gz,data/duration/raw/0D-03-14-16_R2_001.fastq.gz,reverse reads for 0D-03-14-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664540/SRR8664540_2.fastq.gz,data/duration/raw/0D-03-16-16_R2_001.fastq.gz,reverse reads for 0D-03-16-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664518/SRR8664518_2.fastq.gz,data/duration/raw/0D-03-18-16_R2_001.fastq.gz,reverse reads for 0D-03-18-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664517/SRR8664517_2.fastq.gz,data/duration/raw/0D-03-20-16_R2_001.fastq.gz,reverse reads for 0D-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664516/SRR8664516_2.fastq.gz,data/duration/raw/0D-03-22-16_R2_001.fastq.gz,reverse reads for 0D-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664515/SRR8664515_2.fastq.gz,data/duration/raw/0D-03-24-16_R2_001.fastq.gz,reverse reads for 0D-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664514/SRR8664514_2.fastq.gz,data/duration/raw/0D-03-28-16_R2_001.fastq.gz,reverse reads for 0D-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664513/SRR8664513_2.fastq.gz,data/duration/raw/0D-04-05-16_R2_001.fastq.gz,reverse reads for 0D-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664512/SRR8664512_2.fastq.gz,data/duration/raw/16A-03-03-16_R2_001.fastq.gz,reverse reads for 16A-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664511/SRR8664511_2.fastq.gz,data/duration/raw/16A-03-04-16_R2_001.fastq.gz,reverse reads for 16A-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664520/SRR8664520_2.fastq.gz,data/duration/raw/16A-03-20-16_R2_001.fastq.gz,reverse reads for 16A-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664519/SRR8664519_2.fastq.gz,data/duration/raw/16A-03-22-16_R2_001.fastq.gz,reverse reads for 16A-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664559/SRR8664559_2.fastq.gz,data/duration/raw/16A-03-24-16_R2_001.fastq.gz,reverse reads for 16A-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664560/SRR8664560_2.fastq.gz,data/duration/raw/16A-03-28-16_R2_001.fastq.gz,reverse reads for 16A-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664557/SRR8664557_2.fastq.gz,data/duration/raw/16A-04-05-16_R2_001.fastq.gz,reverse reads for 16A-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664558/SRR8664558_2.fastq.gz,data/duration/raw/16B-03-03-16_R2_001.fastq.gz,reverse reads for 16B-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664555/SRR8664555_2.fastq.gz,data/duration/raw/16B-03-04-16_R2_001.fastq.gz,reverse reads for 16B-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664556/SRR8664556_2.fastq.gz,data/duration/raw/16B-03-20-16_R2_001.fastq.gz,reverse reads for 16B-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664553/SRR8664553_2.fastq.gz,data/duration/raw/16B-03-22-16_R2_001.fastq.gz,reverse reads for 16B-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664554/SRR8664554_2.fastq.gz,data/duration/raw/16B-03-24-16_R2_001.fastq.gz,reverse reads for 16B-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664551/SRR8664551_2.fastq.gz,data/duration/raw/16B-03-28-16_R2_001.fastq.gz,reverse reads for 16B-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664552/SRR8664552_2.fastq.gz,data/duration/raw/16B-04-05-16_R2_001.fastq.gz,reverse reads for 16B-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664548/SRR8664548_2.fastq.gz,data/duration/raw/16C-03-03-16_R2_001.fastq.gz,reverse reads for 16C-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664547/SRR8664547_2.fastq.gz,data/duration/raw/16C-03-04-16_R2_001.fastq.gz,reverse reads for 16C-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664550/SRR8664550_2.fastq.gz,data/duration/raw/16C-03-20-16_R2_001.fastq.gz,reverse reads for 16C-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664549/SRR8664549_2.fastq.gz,data/duration/raw/16C-03-22-16_R2_001.fastq.gz,reverse reads for 16C-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664544/SRR8664544_2.fastq.gz,data/duration/raw/16C-03-24-16_R2_001.fastq.gz,reverse reads for 16C-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664543/SRR8664543_2.fastq.gz,data/duration/raw/16C-03-28-16_R2_001.fastq.gz,reverse reads for 16C-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664546/SRR8664546_2.fastq.gz,data/duration/raw/16C-04-05-16_R2_001.fastq.gz,reverse reads for 16C-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664545/SRR8664545_2.fastq.gz,data/duration/raw/16D-03-03-16_R2_001.fastq.gz,reverse reads for 16D-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664542/SRR8664542_2.fastq.gz,data/duration/raw/16D-03-04-16_R2_001.fastq.gz,reverse reads for 16D-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664541/SRR8664541_2.fastq.gz,data/duration/raw/16D-03-20-16_R2_001.fastq.gz,reverse reads for 16D-03-20-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664621/SRR8664621_2.fastq.gz,data/duration/raw/16D-03-22-16_R2_001.fastq.gz,reverse reads for 16D-03-22-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664622/SRR8664622_2.fastq.gz,data/duration/raw/16D-03-24-16_R2_001.fastq.gz,reverse reads for 16D-03-24-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664623/SRR8664623_2.fastq.gz,data/duration/raw/16D-03-28-16_R2_001.fastq.gz,reverse reads for 16D-03-28-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664624/SRR8664624_2.fastq.gz,data/duration/raw/16D-04-05-16_R2_001.fastq.gz,reverse reads for 16D-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664617/SRR8664617_2.fastq.gz,data/duration/raw/2A-03-03-16_R2_001.fastq.gz,reverse reads for 2A-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664618/SRR8664618_2.fastq.gz,data/duration/raw/2A-03-04-16_R2_001.fastq.gz,reverse reads for 2A-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664619/SRR8664619_2.fastq.gz,data/duration/raw/2A-03-06-16_R2_001.fastq.gz,reverse reads for 2A-03-06-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664620/SRR8664620_2.fastq.gz,data/duration/raw/2A-03-08-16_R2_001.fastq.gz,reverse reads for 2A-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664614/SRR8664614_2.fastq.gz,data/duration/raw/2A-03-10-16_R2_001.fastq.gz,reverse reads for 2A-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/005/SRR8664615/SRR8664615_2.fastq.gz,data/duration/raw/2A-03-12-16_R2_001.fastq.gz,reverse reads for 2A-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/009/SRR8664589/SRR8664589_2.fastq.gz,data/duration/raw/2A-04-05-16_R2_001.fastq.gz,reverse reads for 2A-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664583/SRR8664583_2.fastq.gz,data/duration/raw/2B-03-03-16_R2_001.fastq.gz,reverse reads for 2B-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664584/SRR8664584_2.fastq.gz,data/duration/raw/2B-03-04-16_R2_001.fastq.gz,reverse reads for 2B-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664582/SRR8664582_2.fastq.gz,data/duration/raw/2B-03-06-16_R2_001.fastq.gz,reverse reads for 2B-03-06-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/000/SRR8664590/SRR8664590_2.fastq.gz,data/duration/raw/2B-03-08-16_R2_001.fastq.gz,reverse reads for 2B-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/008/SRR8664588/SRR8664588_2.fastq.gz,data/duration/raw/2B-03-10-16_R2_001.fastq.gz,reverse reads for 2B-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664573/SRR8664573_2.fastq.gz,data/duration/raw/2B-03-12-16_R2_001.fastq.gz,reverse reads for 2B-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664587/SRR8664587_2.fastq.gz,data/duration/raw/2B-04-05-16_R2_001.fastq.gz,reverse reads for 2B-04-05-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/006/SRR8664616/SRR8664616_2.fastq.gz,data/duration/raw/2C-03-03-16_R2_001.fastq.gz,reverse reads for 2C-03-03-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664613/SRR8664613_2.fastq.gz,data/duration/raw/2C-03-04-16_R2_001.fastq.gz,reverse reads for 2C-03-04-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/003/SRR8664593/SRR8664593_2.fastq.gz,data/duration/raw/2C-03-06-16_R2_001.fastq.gz,reverse reads for 2C-03-06-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/004/SRR8664594/SRR8664594_2.fastq.gz,data/duration/raw/2C-03-08-16_R2_001.fastq.gz,reverse reads for 2C-03-08-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/001/SRR8664591/SRR8664591_2.fastq.gz,data/duration/raw/2C-03-10-16_R2_001.fastq.gz,reverse reads for 2C-03-10-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/002/SRR8664592/SRR8664592_2.fastq.gz,data/duration/raw/2C-03-12-16_R2_001.fastq.gz,reverse reads for 2C-03-12-16
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR866/007/SRR8664597/SRR8664597_2.fastq.gz,data/duration/raw/2C-04-05-16_R2_001.fastq.gz,reverse reads for 2C-04-05-16
