n,effect,mu,phi,mean_reads,prevalence,power,power_sd,fdr,fdr_sd
94,0.3,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.465294117647059,0.0467678915345257,0.0259639478705617,0.019660265484944
128,0.3,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.556470588235294,0.0334139739672797,0.0281179062614486,0.0213599087314623
4,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
6,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
8,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
12,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
16,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.0605882352941176,0.0235375802814473,0.00526315789473684,0.0166435666324652
20,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.114117647058824,0.0202255638560433,0,0
28,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.150588235294118,0.0287105964199578,0.0227520209778274,0.0251140698312171
38,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.365882352941177,0.0363459815238698,0.0247811424903762,0.021700499073377
50,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.457647058823529,0.0214434872384193,0.0270744096777549,0.0224875106994337
70,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.597647058823529,0.0171386457909115,0.0265886547490416,0.0177681618786006
94,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.794705882352941,0.0232747658442728,0.0244745856309407,0.00890356630061094
128,0.4,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.773529411764706,0.0222270275465777,0.0236705490846179,0.00819056382885917
4,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
6,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
8,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
12,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
16,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.07,0.0232747658442728,0.0130952380952381,0.0288620580094733
20,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.185294117647059,0.0264887374237378,0.0184088872596937,0.0300567103041042
28,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.351764705882353,0.0417605631748208,0.00846891928555804,0.00904774672961496
38,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.465294117647059,0.0377622828208872,0.0146747401218676,0.0174342661552289
50,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.635882352941176,0.0257826361938455,0.0196890269804012,0.00973141545252887
70,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.818823529411765,0.0217991248779409,0.0248587563455958,0.0152664275245593
94,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.877058823529412,0.0186944100965538,0.0234884157763813,0.0128751383147186
128,0.5,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.882352941176471,0.015686274509804,0.025314489209038,0.0106836577629227
4,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
6,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
8,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
12,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.00411764705882353,0.0130211433065757,0,0
16,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.160588235294118,0.0323440272925222,0.0100215517241379,0.0229213391085814
20,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.450588235294118,0.0394307826517629,0.0065474543822312,0.00928162744834287
28,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.655882352941176,0.0542857576466946,0.0238657362365337,0.0162456366323995
38,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.821764705882353,0.0300006407723443,0.0169060389422084,0.00590006286419125
50,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.794117647058824,0.0179708850782582,0.0245181059309308,0.01066208279075
70,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.913529411764706,0.0218431724574645,0.0219090676021807,0.0124874803851088
94,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.99,0.00834197936713046,0.0236098055041088,0.012473751347692
128,0.6,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.970588235294118,0.008318903308077,0.0264381638682668,0.00970063489382983
4,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
6,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
8,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
12,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.00176470588235294,0.00558048998853243,0,0
16,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.354117647058824,0.0514159373727345,0.00434081371792398,0.0070058689199847
20,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.579411764705882,0.0321293521728901,0.0178432499783805,0.00845181361537592
28,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.738235294117647,0.0276254956933439,0.0159055039979528,0.0149647428672294
38,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.928823529411765,0.0260791684990913,0.0238526486259922,0.011286463474389
50,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.964705882352941,0.0177556571336028,0.0219313059894611,0.00893007258207826
70,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.951764705882353,0.0143552982099789,0.0229236715342062,0.00971210297016854
94,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.945294117647059,0.00682059887487298,0.0194766839241314,0.00736381414574327
128,0.7,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.954705882352941,0.0111091886072277,0.0250492913015653,0.0131164116285457
4,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
6,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
8,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
12,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.0135294117647059,0.0190206185298475,0,0
16,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.617058823529412,0.0550034076746585,0.0101224102787346,0.00869704552190044
20,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.638235294117647,0.0418938443514147,0.0168874018694917,0.0101518239168501
28,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.851176470588235,0.0227061871360221,0.0170144733771409,0.0129345305449823
38,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.940588235294118,0.0115835729315623,0.017158029961363,0.00745853790420881
50,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.965882352941176,0.00911290199107626,0.0260454395786928,0.00991602481819389
70,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.921764705882353,0.0124165805482255,0.0199865729436771,0.0101154700415912
94,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.95,0.00571661950475029,0.0276193913721322,0.00968200579135045
128,0.8,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,1,0,0.0211915205157532,0.0108654372063442
4,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
6,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
8,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0,0,0,0
12,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.232352941176471,0.118825794322554,0.0142477352086538,0.0187922244046783
16,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.744117647058824,0.0327221946436836,0.0136947787093149,0.0115167046230943
20,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.905882352941176,0.0099980774776329,0.0159021203759206,0.00900140074297578
28,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.982941176470588,0.00756872904534073,0.0158834822454876,0.00553514786449339
38,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.998823529411765,0.00248021777268107,0.0234855371886985,0.0104764639798321
50,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,1,0,0.0200024750435315,0.0136047113256752
70,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.99,0.00682059887487301,0.0196995821758822,0.0104430591281144
94,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,1,0,0.0262423006469576,0.0105972805791023
128,0.9,0.0291798844336687,0.0249855560703382,292.108056265985,0.90537084398977,0.964705882352941,0.0117647058823529,0.0196242698916957,0.0111919713148096
