n,effect,mu,phi,mean_reads,prevalence,power,power_sd,fdr,fdr_sd
6,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.201176470588235,0.0346121477076333,0.137891683795434,0.0529471025011043
8,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.321764705882353,0.0214882638318392,0.0586237272273834,0.0284700146546424
12,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.647647058823529,0.0206488370461188,0.0304556129077028,0.0176825005812101
16,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.532941176470588,0.0100746922185609,0.0236352661367543,0.013205053691862
20,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.648823529411765,0.0188174009631531,0.0228684894190214,0.0113083950714123
28,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.676470588235294,0.0156862745098039,0.0194700026781923,0.0105432996730657
38,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.630588235294118,0.0151374580906814,0.0218395361101941,0.0155921813493443
50,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.634117647058824,0.00774447751299276,0.0198972068432976,0.013913251497869
70,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.758823529411765,0.00480292106428072,0.0203934524346426,0.0126883395960517
94,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.703529411764706,0.00303763399702547,0.0218837634564435,0.0134610073640696
128,0.9,0.0291743193365617,0.0252464916116285,292.108695652174,0.907289002557545,0.589411764705882,0.00248021777268107,0.0260585218640729,0.0133955827735065
